datafile_as_of,ff,significant,serious,report_number,supplemental_number,report_received_date,report_type,operator_id,name,operator_street_address,operator_city_name,operator_state_abbreviation,operator_postal_code,local_datetime,time_zone,daylight_savings_ind,iyear,location_street_address,location_city_name,location_county_name,location_state_abbreviation,location_postal_code,location_latitude,location_longitude,total_cost,total_cost_current,injury_ind,injure,num_pub_evacuated,fatal,cause,cause_details,material_involved,material_details,narrative,unintentional_release,installation_year,decade,street,city,state,geoid,state_code,county_code,tract,geoid_clean,GEO_ID,NAME,P1_001N,GEO_ID_clean
2/28/22,NO,YES,YES,20150065,16209,7/2/15,SUPPLEMENTAL FINAL,21349,VIRGINIA NATURAL GAS,544 S. INDEPENDENCE BLVD ,VIRGINIA BEACH,VA,23452,6/5/15 9:30,,,2015,2097 GENERAL BOOTH BLVD,VIRGINIA BEACH,Not Within a County or Parish,VA,23454-5801,36.769017,-76.013322,1007240,1122665.69979035,YES,2,20.0,0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",STEEL,,"A PASSENGER VAN LOST CONTROL IN THE INTERSECTION OF GENERAL BOOTH BOULEVARD AND LONDON BRIDGE ROAD IN VIRGINIA BEACH AND CRASHED INTO THE MCDONALD'S RESTAURANT ON THE CORNER, HITTING AND DAMAGING THE VIRGINIA NATURAL GAS METER ADJACENT TO THE BUILDING.  IT IS NOTED THAT THE METER SET WAS INSTALLED IN A VEHICLE-SAFE LOCATION AND DID HAVE VEHICLE PROTECTION POSTS.  THE VEHICLE CAUGHT FIRE AND DESTROYED THE VAN; THE COMPANY'S METER SET ASSEMBLY; AND THE RESTAURANT.    SUPPLEMENTAL REPORT:  THE FIRE DAMAGED STRUCTURE WAS REBUILT AND GAS SERVICE WAS RESTORED ON 12/14/15 (UPDATED PART A, 13B).",68.0,1990-01-01,1990-1999,2097 GENERAL BOOTH BLVD,VIRGINIA BEACH,VA,518100454082022,51,810,045408,51810045408,1400000US51810045408,"Census Tract 454.08, Virginia Beach city, Virginia",6311,51810045408
2/28/22,NO,YES,YES,20150067,16169,7/10/15,SUPPLEMENTAL,12684,MONTANA - DAKOTA UTILITIES CO,400 NORTH FOURTH STREET ,BISMARCK,ND,58501,6/17/15 8:30,,,2015,102 S. MANNSTON STREET,GETTYSBURG,POTTER,SD,57442,45.01106,-99.96047,200000,222937.089559341,YES,1,4.0,0,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,PLASTIC,,"HOME OWNER HIRED A CONTRACTOR TO INSTALL SOME ""GEO LOCK EARTH ANCHORS"" TO STABILIZE THE BOWING/SHEERING OF FOUNDATION WALLS.  CONTRACTOR INDICATED THAT ALL WORK WOULD BE COMPLETED INSIDE A 10' PERIMETER OF THE HOME.  THIS WORK WAS COMPLETE IN SEPTEMBER OF 2014.  ONE OF THE ANCHORS EXTENDED IN EXCESS OF 10 FEET FROM THE HOUSE AND PUNCTURED THE MAIN IN THE ALLEY.  GAS MIGRATED VIA THE ANCHOR PATH TO THE FOUNDATION AND INTO THE HOUSE.  SOMETHING IGNITED THE GAS AND BOTH AN EXPLOSION AND FIRE ENSUED.",0.1,1993-01-01,1990-1999,102 S. MANNSTON STREET,GETTYSBURG,SD,461070001001055,46,107,000100,46107000100,1400000US46107000100,"Census Tract 1, Potter County, South Dakota",2472,46107000100
2/28/22,NO,YES,NO,20150069,16116,7/14/15,ORIGINAL FINAL,1800,KEYSPAN ENERGY DELIVERY - NY CITY,40 SYLVAN RD. ,WALTHAM,MA,02451,6/14/15 0:00,,,2015,KINGS HIGHWAY AND EAST 98TH STREET,BROOKLYN,KINGS,NY,11212,40.662012,-73.919579,1028510,1146462.03470211,NO,0,0.0,0,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,STEEL,,"A 60"" STEEL WATER MAIN, OPERATING IN THE RANGE OF 90 TO 105 PSI,  RUPTURED IN CLOSE PROXIMITY (6"" BELOW) TO NATIONAL GRID 12"" STEEL LP MAIN .  JETTING CAUSED BY THE WATER PRESSURE BORE A 2.5"" HOLE INTO 12"" STEEL LP MAIN. THE RAPID ESCAPE OF THE WATER FLOODED THE GAS MAIN, RESULTING IN A 1-MILE PIPELINE OUTAGE, ALONG WITH 98 SERVICE OUTAGES AFFECTING 1367 CUSTOMERS.  NATIONAL GRID RECEIVED MULTIPLE SERVICE CALLS FROM CUSTOMERS STARTING AT 3 PM ON 6/14/2015, RESPONDED TO THOSE CALLS, AND BY 9 PM DETERMINED THE CAUSE OF THE MULTIPLE OUTAGES.",0.8,1972-01-01,1970-1979,KINGS HIGHWAY AND EAST 98TH STREET,BROOKLYN,NY,360470892003000,36,047,089200,36047089200,1400000US36047089200,"Census Tract 892, Kings County, New York",3673,36047089200
2/28/22,NO,YES,YES,20150070,16117,7/14/15,ORIGINAL FINAL,6243,HAWAI`IGAS,515 KAMAKEE STREET (P.O. BOX 3000),HONOLULU,HI,96802-3000,6/15/15 21:30,,,2015,645 KAPAHULU AVE,HONOLULU,HONOLULU,HI,96815,21.279528,-157.813958,613900,683098.264001062,YES,1,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,STEEL,,"INCIDENT SUMMARY    ON 06/15/2015, ROAD BUILDERS (""RB"") WAS COLD PLANING A PORTION OF KAPAHULU AVENUE IN HONOLULU WITH AN ASPHALT MILLING MACHINE. BETWEEN 2115 AND 2130, THE MACHINE STRUCK A HAWAII GAS (""HG"") UNDERGROUND MAIN LINE, CAUSING AN APPROXIMATELY 9.5-INCH TEAR IN THE MAIN.  THE DAMAGED SEGMENT WAS 4-INCH STEEL PIPE COATED WITH XTC (""SUBJECT SEGMENT""). THE SUBJECT SEGMENT BEGAN TO LEAK GAS AND AT AN UNVERIFIED TIME, THE GAS IGNITED AROUND THE MACHINE. TWO RB EMPLOYEES WERE INJURED IN CONNECTION WITH THE FIRE AND ONE REQUIRED INPATIENT HOSPITALIZATION. THE HONOLULU FIRE DEPARTMENT (""HFD"") RESPONDED AND DIRECTED WATER AT THE MACHINE TO PREVENT ITS FUEL TANKS FROM OVERHEATING. HG STOPPED THE FLOW OF GAS TO THE SUBJECT SEGMENT AT APPROXIMATELY 0253 ON 06/16/2015, THE FIRE DISSIPATED SHORTLY THEREAFTER AND HFD ANNOUNCED AN ""ALL CLEAR"" AT APPROXIMATELY 0300.    HG PRE-INCIDENT ACTIVITY    HG INSTALLED THE SUBJECT SEGMENT IN 1977. ON 02/09/2015, RB SUBMITTED ONE CALL TICKET 15001196 (THE ""TICKET"") TO THE HAWAII ONE CALL CENTER STATING THAT RB WOULD BE EXCAVATING AN AREA OF KAPAHULU AVENUE (THE ""EXCAVATION AREA""), INCLUDING THE SUBJECT SEGMENT. HG RESPONDED TO THE TICKET BY REVIEWING EXCAVATION AREA MAPS AND DETERMINING THAT AN UNDERGROUND MAIN WAS LOCATED THEREIN. ON 02/19/2015, HG PERFORMED CONDUCTIVE AND INDUCTIVE TONING IN THE EXCAVATION AREA AND MARKED THE APPROXIMATE LOCATION OF THE MAIN LINE ON THE ROADWAY SURFACE WITH YELLOW PAINT.    HG RESPONSE TO INCIDENT    HG WAS ALERTED TO THE INCIDENT IN TWO WAYS: 1) THE HG SYNTHETIC NATURAL GAS PLANT RECORDED A PRESSURE IRREGULARITY IN THE GAS PIPELINE AND NOTIFIED HG DISPATCH AT APPROXIMATELY 2130; AND 2) HFD NOTIFIED HG DISPATCH AT APPROXIMATELY 2138. AN HG OPERATIONS SUPERINTENDENT ARRIVED AT THE SCENE AT APPROXIMATELY 2200. OTHER HG PERSONNEL WERE NOTIFIED BETWEEN 2145 AND 2215, AND BEGAN ARRIVING AT THE HG KAMAKEE BASEYARD BETWEEN 2215 AND 2300. THE HG SUPERVISORY TEAM CONCLUDED THAT THE MAIN LINE WOULD NEED TO BE EXCAVATED AND STOPPED AT THREE LOCATIONS: NORTH, SOUTH AND WEST OF THE INCIDENT. HG PERSONNEL INSTALLED LINE STOPPERS AT THE NORTH AND SOUTH SITES AND PINCHED THE LINE AT THE WEST SITE. GAS FLOW TO THE SUBJECT SEGMENT WAS STOPPED AT APPROXIMATELY 0253 ON 06/16/15.    STATUTORY AND REGULATORY CONTEXT    (1) HAWAII ONE CALL STATUTE    THE HAWAII ONE CALL STATUTE REQUIRES AN EXCAVATOR TO PROVIDE EXCAVATION LOCATION TO THE ONE CALL CENTER PRIOR TO EXCAVATING, AND THE CENTER NOTIFIES UTILITY OPERATORS ABOUT THE PROPOSED EXCAVATION. THE OPERATOR LOCATES AND MARKS ON THE ROADWAY THE APPROXIMATE LOCATION OF INSTALLATIONS THAT MAY BE AFFECTED BY THE EXCAVATION, BUT IS NOT REQUIRED TO MARK DEPTH UNDER THE STATUTE. THE EXCAVATOR MUST THEN USE HAND TOOLS TO DETERMINE THE EXACT LOCATION OF THE INSTALLATION. HERE, HG RESPONDED TO THE TICKET BY REVIEWING MAPS, PERFORMING TONING AND MARKING THE ALIGNMENT--BUT NOT DEPTH--OF THE GAS MAIN IN THE EXCAVATION AREA WITH YELLOW PAINT. HG WAS IN FULL COMPLIANCE WITH THE ONE CALL STATUTE. RB DOES NOT APPEAR TO HAVE HAND EXCAVATED AND LOCATED THE SUBJECT SEGMENT IN COMPLIANCE WITH THE STATUTE.    (2) SUBJECT SEGMENT DEPTH    FEDERAL REGULATIONS IN 1977 REQUIRED 24-INCH COVER FOR A MAIN LINE. A MAIN LINE CAN BE INSTALLED WITH LESS THAN 24-INCH COVER IF AN UNDERGROUND STRUCTURE PREVENTS SUCH INSTALLATION AND THE LINE IS PROVIDED WITH ADDITIONAL PROTECTION. ON 06/16/2015, THE SUBJECT SEGMENT WAS MEASURED AT APPROXIMATELY 8 INCHES BELOW THE ROADWAY SURFACE. IF THE SUBJECT SEGMENT WAS INSTALLED WITH LESS THAN 24-INCH COVER IN 1977, THE ABOVE EXCEPTION APPLIES. CITY RECORDS INDICATE THAT A CONDUIT STRUCTURE RUNS DIRECTLY BELOW THE SUBJECT SEGMENT, PREVENTING INSTALLATION OF THE SUBJECT SEGMENT AT 24-INCH DEPTH. THE SUBJECT SEGMENT WAS ENCASED IN CONCRETE, PROVIDING THE ADDITIONAL PROTECTION REQUIRED FOR MAINS INSTALLED WITH LESS THAN 24-INCH COVER.    PLEASE CONTACT HG FOR ADDITIONAL NARRATIVE DETAIL IN PDF FORMAT.",160.0,1977-01-01,1970-1979,645 KAPAHULU AVE,HONOLULU,HI,150030015011012,15,003,001501,15003001501,1400000US15003001501,"Census Tract 15.01, Honolulu County, Hawaii",1473,15003001501
2/28/22,NO,YES,NO,20150072,16195,7/17/15,SUPPLEMENTAL FINAL,2748,CONSUMERS ENERGY CO,ONE ENERGY PLAZA ,JACKSON,MI,49201,6/18/15 11:46,,,2015,1716 STUTZ DR.,TROY,OAKLAND,MI,48084,42.551879,-83.180369,304923,339655.518571791,NO,0,50.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"ON JUNE 18, 2015 AT APPROXIMATELY 11:46 LOIS KAY CONTRACTING (SUB-CONTRACTOR FOR FENTON EXCAVATING AND CONSTRUCTION, INC.) WAS OPERATING A ROAD TEC RX-700 MILLING MACHINE TO REMOVE THE ASPHALT SURFACE OF THE ROADWAY WHEN CONTACT WAS MADE WITH A 1-1/8"" PLASTIC SERVICE LINE AT 1716 STUTZ RD., TROY, MI (OAKLAND COUNTY) CAUSING A RELEASE OF GAS.  THE ESCAPING GAS IGNITED AND THE MILLING MACHINE WAS ENGULFED IN FLAMES.    LOIS KAY EMPLOYEES WERE AWARE THE GAS SERVICE HAD BEEN HIT AND EXITED THE MACHINE PRIOR TO THE IGNITION. NO INJURIES OCCURRED AS A RESULT OF THE FIRE.    CONSUMERS ENERGY DISTRIBUTION PERSONNEL ARRIVED ONSITE AT APPROXIMATELY 12:46.  THE MAIN WAS SQUEEZED OFF EAST OF THE SERVICE TEE AT 1716 STUTZ (DAMAGED SERVICE) STOPPING THE FLOW OF GAS AT 13:00. THE MAIN WAS A ONE-WAY FEED AND SERVICE WAS INTERRUPTED TO FIVE CUSTOMERS WEST OF THE SQUEEZE OFF LOCATION.     GAS WAS RESTORED AT 15:30 AND SERVICE RESTORATION BEGAN IMMEDIATELY FOLLOWING.  TAGS TO CONTACT CONSUMERS ENERGY TO HAVE SERVICE RESTORED WERE LEFT AT THOSE LOCATIONS IN WHICH ENTRY WAS UNAVAILABLE.",103.0,1986-01-01,1980-1989,1716 STUTZ DR.,TROY,MI,261251977021000,26,125,197702,26125197702,1400000US26125197702,"Census Tract 1977.02, Oakland County, Michigan",2270,26125197702
2/28/22,NO,YES,NO,20150073,16122,7/17/15,ORIGINAL FINAL,2288,CHATTANOOGA GAS CO,10 PEACHTREE PLACE NE ,ATLANTA,GA,30309,6/18/15 10:28,,,2015,3901 HIXSON PIKE,CHATTANOOGA,HAMILTON,TN,37415,35.114495,-85.264042,506011,564012.146012205,NO,0,20.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,STEEL,,"A SPOTTED AND EXPOSED FOR EXCAVATION 1-1/4 INCH STEEL NATURAL GAS SERVICE WAS PULLED OUT OF A COMPRESSION FITTING BY A MILLING MACHINE DURING MILLING OPERATIONS TO REPAVE ASPHALT PAVING BEHIND A STRIP SHOPPING CENTER. THE ESCAPING GAS IGNITED BURNING THE MILLING MACHINE, TRANSFORMER, AND POWER LINES ABOVE THE INCIDENT.",39.64,1970-01-01,1970-1979,3901 HIXSON PIKE,CHATTANOOGA,TN,470650105015000,47,065,010501,47065010501,1400000US47065010501,"Census Tract 105.01, Hamilton County, Tennessee",6301,47065010501
2/28/22,NO,YES,YES,20150074,16170,7/17/15,SUPPLEMENTAL FINAL,22189,PUGET SOUND ENERGY,355 110TH AVE NE ,BELLEVUE,WA,98004,6/18/15 9:26,,,2015,14360 SE EASTGATE WAY,BELLEVUE,KING,WA,98007,47.580534,-122.1489,8972,9957.3153585068,YES,2,55.0,0,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,PLASTIC,,"TWO EMPLOYEES OF MACDONALD-MILLER CONTRACTORS (NOT AFFILIATED WITH OPERATOR) WERE SOLDERING ON A COPPER WATER PIPE IN AN OPEN EXCAVATION OUTSIDE OF THE BUILDING.  THE HEAT PRODUCED WHILE SOLDERING THE COPPER WATER PIPE MELTED A NEARBY 1 1/4"" PE GAS MAIN THAT RAN PERPENDICULAR TO THE WATER PIPE.  GAS ESCAPED FROM THE MELTED PE PIPE AND IGNITED, AND THE WORKERS WERE TRANSPORTED TO THE HOSPITAL WITH BURNS.  THE FIRE DEPARTMENT EVACUATED APPROXIMATELY 55 PEOPLE FROM THE BUILDING.  THE PE MAIN WAS SQUEEZED SHUTTING OFF THE FLOW OF GAS.  A PERMANENT REPAIR OF THE PE MAIN WAS COMPLETED BY REPLACING THE SECTION THAT HAD MELTED.  THE BUILDING SUSTAINED SOME DAMAGE FROM THE FIRE BUT COSTS TO THE BUILDING OWNER ARE UNKNOWN AT THIS TIME. NO MAJOR STRUCTURAL DAMAGE TO THE BUILDING.",13.0,1981-01-01,1980-1989,14360 SE EASTGATE WAY,BELLEVUE,WA,530330234012020,53,033,023401,53033023401,1400000US53033023401,"Census Tract 234.01, King County, Washington",4206,53033023401
2/28/22,YES,NO,NO,20150075,16216,7/17/15,SUPPLEMENTAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,"PG&E - GAS OPERATIONS, REGULATORY COMPLIANCE 6111 BOLLINGER CANYON RD., ",SAN RAMON,CA,94583,6/18/15 14:32,,,2015,2421 OREGON STREET,UNION CITY,ALAMEDA COUNTY,CA,94587,37.59002,-122.032807,55005,61311.7254504151,NO,0,10.0,1,OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",UNKNOWN,,"ON JUNE 18, 2015 AT 1632 HOURS, PG&E WAS NOTIFIED OF A STRUCTURE FIRE AT 2421 OREGON STREET (AT ALVARADO NILES ROAD) IN UNION CITY. THE FIRE APPEARS TO HAVE STARTED IN A CARPORT AREA, WHICH THEN MIGRATED TO THE OPPOSITE SIDE OF THE BUILDING WHERE THE METER SET IS LOCATED. THE FIRE MELTED A 5-METER MANIFOLD AND REGULATOR, CAUSING AN UNINTENTIONAL RELEASE OF GAS WHICH SUBSEQUENTLY IGNITED. THIS IS A FIRE FIRST INCIDENT AS PG&E'S FACILITIES WERE SECONDARILY INVOLVED. THE ALAMEDA COUNTY FIRE REPORT STATES ""EXTERIOR INVESTIGATION OF UTILITIES DID NOT PROVIDE ANY EVIDENCE OF FAILURE OF ELECTRIC OR GAS SYSTEM.""  PG&E'S GAS SERVICE REPRESENTATIVE ARRIVED ON SITE AT 1644 HOURS AND OBSERVED THAT GAS HAD ALREADY BEEN SHUT OFF AT THE SERVICE VALVE BY FIRE OFFICIALS. THE GSR REMOVED THE REGULATOR, PLUGGED THE SERVICE VALVE, CONDUCTED A LEAK TEST OF THE VALVE AND DID NOT DETECT ANY LEAKS.  THE APARTMENT COMPLEX WAS DAMAGED FROM THE FIRE AND TWO NEARBY BUILDINGS WERE EVACUATED. A SPECIAL LEAK SURVEY OF THE SURROUNDING AREA WAS PERFORMED AND NO LEAKS WERE DETECTED. THE TOTAL COST OF DAMAGES IS ESTIMATED TO EXCEED $50,000. ONE FATALITY WAS REPORTED AS A RESULT OF THIS INCIDENT. BAY AREA NEWS MEDIA WAS ALSO OBSERVED ONSITE DURING THE INCIDENT.",0.5,,,2421 OREGON STREET,UNION CITY,CA,060014403081005,06,001,440308,06001440308,1400000US06001440308,"Census Tract 4403.08, Alameda County, California",5946,06001440308
2/28/22,NO,NO,NO,20150076,16126,7/24/15,ORIGINAL FINAL,15007,PACIFIC GAS & ELECTRIC CO,"PG&E - GAS OPERATIONS, REGULATORY COMPLIANCE 6111 BOLLINGER CANYON RD., ",SAN RAMON,CA,94583,6/25/15 15:20,,,2015,8239 DON AVENUE,STOCKTON,SAN JOAQUIN COUNTY ,CA,95209,38.0250737,-121.3456191,57165,63669.9226370884,NO,0,10.0,0,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",UNKNOWN,,"PG&E WAS NOTIFIED ABOUT A VEHICLE IMPACT INCIDENT AND FIRE AT 1522 HOURS ON JUNE 25, 2015. THE INCIDENT OCCURRED AT 8239 DON AVENUE IN STOCKTON. THE VEHICLE DROVE THROUGH A FENCE, STRUCK THE METER SET AND SERVICE RISER, CAUSING AN UNINTENTIONAL RELEASE OF NATURAL GAS AND IGNITION. THIS METER DID NOT MEET THE REQUIREMENTS FOR ADDITIONAL METER PROTECTION.  PG&E GAS SERVICE REPRESENTATIVE ARRIVED ON SCENE AT 1541 HOURS. ACCORDING TO STOCKTON POLICE, THE DRIVER OF THE VEHICLE SUSTAINED INJURIES (I.E., SCRAPES, BRUISES, ETC.) DUE TO THE VEHICLE IMPACT THAT DID NOT RESULT IN IN-PATIENT HOSPITALIZATION. GAS WAS SHUT IN AT 1647 HOURS BY EXCAVATING AND SQUEEZING THE PLASTIC SERVICE LINE. THE SERVICE LINE WAS CUT OFF BELOW GROUND, AT THE POINT WHERE IT BRANCHES OFF FROM THE ADJACENT SERVICE LINE. FOUR CUSTOMERS (TWO DUPLEX BUILDINGS) LOST GAS SERVICE AS A RESULT OF THE INCIDENT. TWO CUSTOMERS HAD GAS SERVICE RESTORED BY 1900 HOURS. GAS SERVICE FOR THE TWO CUSTOMERS AT 8239 DON AVENUE WILL BE RESTORED ONCE THE DUPLEX STRUCTURE IS REPAIRED AND AT THE REQUEST OF THE CUSTOMERS. FIRE OFFICIALS, POLICE, AMBULANCE (EMT PERSONNEL), AND LOCAL MEDIA (STOCKTON 10 NEWS) WERE OBSERVED ON SCENE. THERE WERE NO FATALITIES REPORTED, AND NO INJURIES DUE TO THE ESCAPING NATURAL GAS. THE INCIDENT WAS REPORTED TO THE DOT AND CPUC DUE TO DAMAGES FROM THE FIRE ESTIMATED TO EXCEED $50,000. AFTER THE INCIDENT, A LEAK SURVEY OF PG&E'S GAS FACILITIES WAS PERFORMED AND NO LEAKS WERE DETECTED.",30.0,,,8239 DON AVENUE,STOCKTON,CA,060770032161005,06,077,003216,06077003216,1400000US06077003216,"Census Tract 32.16, San Joaquin County, California",3046,06077003216
2/28/22,NO,NO,NO,20150077,16128,7/29/15,ORIGINAL,1184,BAY CITY MUNICIPAL GAS SYSTEM,1100 6TH STREET ,BAY CITY,TX,77414,7/25/15 15:05,,,2015,615 2ND STREET,BAY CITY,MATAGORDA,TX,77414,28.97743,-95.98214,9452,10535.3878103174,NO,0,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"LAWN SPRINKLER SYSTEM BEING INSTALLED AT PRIVATE RESIDENCE. LOCATE REQUESTS WERE RECEIVED, KNOWN LINES WERE MARKED. INSTALLER USING WALK-BEHIND TRENCH HIT AND CUT AN UNKNOWN SERVICE LINE AT APPROXIMATELY 11 INCHES OF DEPTH. INSTALLER EVACUATED PERSONNEL AND TRENCHER LATER IGNITED ESCAPING GAS, DESTROYING TRENCHER. NO OTHER PROPERTY DAMAGES, NO INJURIES. LINE WAS SQUEEZED OFF BY GAS COMPANY PERSONNEL AND LATER REPAIRED TO RESTORE SERVICE TO RESIDENCE.",0.1,,,615 2ND STREET,BAY CITY,TX,483217304003015,48,321,730400,48321730400,1400000US48321730400,"Census Tract 7304, Matagorda County, Texas",2948,48321730400
2/28/22,NO,NO,NO,20150080,16131,8/6/15,ORIGINAL FINAL,15350,PEOPLES NATURAL GAS COMPANY LLC,375 NORTH SHORE DRIVE SUITE 600,PITTSBURGH,PA,15212,7/7/15 11:00,,,2015,1215 AND 1217 REBECCA AVE,NORTH BRADDOCK,ALLEGHANY,PA,15104,40.399639,-79.858406,54508,60756.7982194745,NO,0,2.0,0,OTHER INCIDENT CAUSE,MISCELLANEOUS,STEEL,,"THERE WAS AN EXPLOSION AT 1215-17 REBECCA AVENUE AT APPROX. 11:00 AM ON JULY 7TH, 2015.  TWO INDIVIDUALS WERE PRESENT AT THE TIME BUT THEY DID NOT SEEK MEDICAL ATTENTION.  THE HOUSE WAS DESTROYED AND WILL BE TORN DOWN.    THE ALLEGHENY COUNTY FIRE MARSHALL INVESTIGATED AND HAS CONCLUDED THAT IT WAS A NATURAL GAS EXPLOSION.  IT WAS DETERMINED THAT THE GAS ESCAPED FROM A LEAK ON INTERNAL PIPING NEAR AN OLD FURNACE.  HOURLY REMOTE METER READS SHOW USUAL LOADS FROM JUNE 22 UNTIL EARLIER IN THE MORNING ON JULY 7.  A CATASTROPHIC LEAK OCCURRED ON THE INTERIOR PIPING APPROXIMATELY 9 AM AND THE GAS FLOWED UNRESTRICTED UNTIL THE TIME OF THE EXPLOSION.    ALL GAS ODOR TESTS SHOWED EXCELLENT RESULTS.  NO ODOR OR LEAK CALLS WERE RECEIVED BY PEOPLES PRIOR TO THE INCIDENT.",1.0,,,1215 AND 1217 REBECCA AVE,NORTH BRADDOCK,PA,420035130001031,42,003,513000,42003513000,1400000US42003513000,"Census Tract 5130, Allegheny County, Pennsylvania",2247,42003513000
2/28/22,NO,YES,NO,20150082,16139,8/14/15,SUPPLEMENTAL FINAL,792,ATLANTA GAS LIGHT CO,10 PEACHTREE PLACE NE,ATLANTA,GA,30309,7/16/15 11:39,,,2015,8070 FAIR OAKS COURT,JONESBORO,CLAYTON,GA,30236,33.533912,-84.308789,502088,559488.188689767,NO,0,1.0,0,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR NOT RELATED TO EXCAVATION AND NOT DUE TO MOTORIZED VEHICLE/EQUIPMENT DAMAGE,OTHER,METER SET,WHILE PERFORMING ROUTINE MAINTENANCE WORK AN EMPLOYEE LOOSENED A METER BYPASS VALVE WITH AN END CAP ASSEMBLY ON A METER SET WHILE UNDER PRESSURE WHERE THE VALVE INADVERTENTLY SEPARATED FROM THE PIPE. THE ESCAPING GAS IGNITED RESULTING IN A FIRE AT THE BUILDING WALL.,206.0,1998-01-01,1990-1999,8070 FAIR OAKS COURT,JONESBORO,GA,130630406141003,13,063,040614,13063040614,1400000US13063040614,"Census Tract 406.14, Clayton County, Georgia",5542,13063040614
2/28/22,NO,YES,NO,20150083,16260,8/17/15,SUPPLEMENTAL FINAL,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",1111 LOUISIANA ST  ,HOUSTON,TX,77002,7/18/15 1:30,,,2015,7901 PICKFAIR DR,BLOOMINGTON,HENNEPIN,MN,55438-1379,44.844427,-93.387056,607500,677171.4095365,NO,0,1.0,0,NATURAL FORCE DAMAGE,LIGHTNING,COPPER,,"LIGHTNING CAUSED A PINHOLE LEAK IN THE COPPER RISER AND SUBSEQUENT SIGNIFICANT DAMAGE TO THE 7901 PICKFAIR DR, BLOOMINGTON, MN RESIDENCE. THE TOTAL DOLLAR AMOUNTS EXCEED $50K.",5.0,1977-01-01,1970-1979,7901 PICKFAIR DR,BLOOMINGTON,MN,270530259053009,27,053,025905,27053025905,1400000US27053025905,"Census Tract 259.05, Hennepin County, Minnesota",3745,27053025905
2/28/22,NO,NO,NO,20150084,16141,8/20/15,ORIGINAL FINAL,180,ALABAMA GAS CORPORATION,605 RICHARD ARRINGTON JR BLVD N ,BIRMINGHAM,AL,35203,7/21/15 14:45,,,2015,66 THE DOWNS,TUSCALOOSA,TUSCALOOSA,AL,35401,33.18951,-87.55012,69008,76841.1188458756,NO,0,0.0,0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,PLASTIC,,"ON JULY 21, 2015 AT 13:04 CT, A THIRD PARTY CONTRACTOR DAMAGED A 2"" PLASTIC MAIN WITH A MINI-EXCAVATOR.  THIS DAMAGE RESULTED IN A RELEASE OF NATURAL GAS AND A FIRE THAT DESTROYED THE MINI-EXCAVATOR AND DAMAGED SIDING ON A NEARBY RESIDENCE.  ALAGASCO DETERMINED IT WAS A REPORTABLE INCIDENT AT 14:45 CT.  THE CONTRACTOR HAD A VALID LOCATE AND THE MARKS WERE DETERMINED TO BE ACCURATE AT THE TIME OF THE INCIDENT.",25.91,2013-01-01,>2010,66 THE DOWNS,TUSCALOOSA,AL,011250119014001,01,125,011901,01125011901,1400000US01125011901,"Census Tract 119.01, Tuscaloosa County, Alabama",2833,01125011901
